Speed,Feed,XRMS,YRMS,ZRMS
924.299962154729,682.356621130536,-13.9298479137616,-148.776396898914,172.084137411827
1299.32650551169,844.913564922713,189.148214826895,-130.471754600514,-69.9807803472414
1563.32665724369,1169.24065145163,51.2347392045123,88.8531842682758,150.845567300378
1930.20276703416,1327.39994620318,-144.660329047898,95.4589286332293,-56.9562708292884
2160.28590295943,1592.57236448702,83.7197793106175,-3.08458982179155,-146.855668698836
2686.00270579849,1854.21908286131,164.447003400161,-168.074551768636,-120.14809694148
3203.62559517549,2251.98372232354,58.9247712208539,34.3654654148805,31.289863880393
3643.91664743606,2423.78161085014,153.768143036295,-110.49749269639,-94.9014977993916
3869.74272742855,2594.78615279998,42.2927118103451,-127.141369286525,9.19270115401253
4316.23977842566,2944.70838189344,-50.4139361206507,-64.4151962662187,100.002528307961
4828.88542384789,3147.89781656484,-185.270968072708,-180.991811110169,-172.811885165429
5332.95549495749,3417.46460321241,189.15474190803,198.079271799922,196.367334572769
5492.45308048206,3606.68629445447,157.222766595531,189.676342340967,-37.6036697242426
5759.43371293109,3736.81980256774,-183.130726210368,-142.436679612117,-139.445484960194
6030.57930468609,3929.65299004207,165.837163648492,-9.63957356737907,-132.782350821785
6565.98971801158,4313.10587446816,10.8611485971422,187.722709024196,-43.3527196959372
6758.47688205935,4462.56304493293,28.86219966638,-68.0770800765963,-82.7937423637108
7138.51385854115,4849.2809104497,39.9165823310225,7.17735058030922,77.2197927707898
7352.71586193829,5000,155.688871236373,-106.86482726916,-104.399083323963
7859.57968694138,5000,52.6163694693783,110.462300437718,-107.787931295013
